question_id,answer_id,question_text,question_score,pmid,pmtitle
20665,21705,When did CRISPR/Cas9 evolve and what is the likelihood that a superior system for live cell genome editing has already evolved on earth since then?,13,20967781,Meiotic versus mitotic recombination: two different routes for double-strand break repair: the different functions of meiotic versus mitotic DSB repair are reflected in different pathway usage and different outcomes.
21177,21180,"Why sleep? No, actually, why wake?",13,5085035,
21177,21180,"Why sleep? No, actually, why wake?",13,17240163,Cephalopod consciousness: behavioural evidence.
23985,23990,How hot can a beverage get without burning the tongue?,13,19415743,High-temperature beverages and foods and esophageal cancer risk--a systematic review.
24569,24575,"Why do we have two of some organs, but not all?",13,17439856,Origins of radial symmetry identified in an echinoderm during adult development and the inferred axes of ancestral bilateral symmetry.
24569,39537,"Why do we have two of some organs, but not all?",13,21784360,Hyperbolic symmetry breaking and its role in the establishment of the body plan of vertebrates.
27543,27657,Why doesn&#39;t HDL cause diseases like LDL?,13,19592615,The transport of LDL across the deformable arterial wall: the effect of endothelial cell turnover and intimal deformation under hypertension.
28101,28108,Are codons that map to the same amino acids interchangeable?,13,11943474,Recoding: translational bifurcations in gene expression.
28289,28299,What senses are active while sleeping?,13,11163282,Auditory processing across the sleep-wake cycle: simultaneous EEG and fMRI monitoring in humans.
28289,28299,What senses are active while sleeping?,13,9885077,Changes in sleep patterns of young women from late pregnancy to postpartum: relationships to their infants' movements.
28289,28299,What senses are active while sleeping?,13,10616121,A differential brain response to the subject's own name persists during sleep.
30824,30921,Should we induce fever to assist healing?,13,8892424,
35144,35150,What limits chromosomal length?,13,12584450,Barley chromosome arms longer than half of the spindle axis interfere with nuclear divisions.
35144,35150,What limits chromosomal length?,13,17021850,Incomplete sister chromatid separation of long chromosome arms.
35144,35150,What limits chromosomal length?,13,11528109,Alteration of chromosome numbers by generation of minichromosomes -- is there a lower limit of chromosome size for stable segregation?
38973,38974,How can frogs tolerate freezing while humans cannot?,13,20718297,Exopolysaccharides from extremophiles: from fundamentals to biotechnology.
38973,38974,How can frogs tolerate freezing while humans cannot?,13,22902546,A novel domain arrangement in a monomeric cyclodextrin-hydrolyzing enzyme from the hyperthermophile Pyrococcus furiosus.
42839,42841,"In a tumor, why hypoxic regions have access to glucose?",13,15254868,The human tumor microenvironment: invasive (needle) measurement of oxygen and interstitial fluid pressure.
42839,42841,"In a tumor, why hypoxic regions have access to glucose?",13,23640464,Resistance to hypoxia-induced necroptosis is conferred by glycolytic pyruvate scavenging of mitochondrial superoxide in colorectal cancer cells.
42839,42841,"In a tumor, why hypoxic regions have access to glucose?",13,18281291,Mitochondrial autophagy is an HIF-1-dependent adaptive metabolic response to hypoxia.
42839,42841,"In a tumor, why hypoxic regions have access to glucose?",13,19143055,"Hypoxia, HIF1 and glucose metabolism in the solid tumour."
42839,42841,"In a tumor, why hypoxic regions have access to glucose?",13,23374352,Control of nutrient stress-induced metabolic reprogramming by PKCζ in tumorigenesis.
42839,42841,"In a tumor, why hypoxic regions have access to glucose?",13,24115766,Exploiting the bad eating habits of Ras-driven cancers.
42839,42841,"In a tumor, why hypoxic regions have access to glucose?",13,24632615,PCK2 activation mediates an adaptive response to glucose depletion in lung cancer.
42839,42841,"In a tumor, why hypoxic regions have access to glucose?",13,25254649,Pyruvate induces transient tumor hypoxia by enhancing mitochondrial oxygen consumption and potentiates the anti-tumor effect of a hypoxia-activated prodrug TH-302.
42839,42841,"In a tumor, why hypoxic regions have access to glucose?",13,21508971,Otto Warburg's contributions to current concepts of cancer metabolism.
42839,42847,"In a tumor, why hypoxic regions have access to glucose?",13,15516961,Why do cancers have high aerobic glycolysis?
42839,42847,"In a tumor, why hypoxic regions have access to glucose?",13,959840,The clonal evolution of tumor cell populations.
44594,44596,Can viruses be toxic?,13,15493821,Shiga toxin-encoding bacteriophages--genomes in motion.
44594,44596,Can viruses be toxic?,13,21980825,Airway allergy and viral infection.
44594,64322,Can viruses be toxic?,13,3426580,Synthesis and processing of killer toxin from Ustilago maydis virus P4.
44594,64322,Can viruses be toxic?,13,15668299,Viral killer toxins induce caspase-mediated apoptosis in yeast.
55517,58285,Is cancer caused by vitamin B17 deficiency?,13,6781723,
55517,58285,Is cancer caused by vitamin B17 deficiency?,13,22071824,Laetrile treatment for cancer.
55517,58285,Is cancer caused by vitamin B17 deficiency?,13,18685272,Enzymatic detoxification of cyanide: clues from Pseudomonas aeruginosa Rhodanese.
55796,56553,Is vermiform appendix no more a vestigial organ?,13,17936308,Biofilms in the large bowel suggest an apparent function of the human vermiform appendix.
55796,56553,Is vermiform appendix no more a vestigial organ?,13,15164016,Getting a grip on things: how do communities of bacterial symbionts become established in our intestine?
55796,56553,Is vermiform appendix no more a vestigial organ?,13,15228837,The vermiform appendix: not a useless organ.
55796,56553,Is vermiform appendix no more a vestigial organ?,13,26595889,Complementarity and redundancy of IL-22-producing innate lymphoid cells.
55796,56553,Is vermiform appendix no more a vestigial organ?,13,21370495,The cecal appendix: one more immune component with a function disturbed by post-industrial culture.
55872,55873,How do ion channels transport only specific ions?,13,5315827,The permeability of the sodium channel to organic cations in myelinated nerve.
55872,55873,How do ion channels transport only specific ions?,13,2417247,Molecular model of the action potential sodium channel.
55872,55873,How do ion channels transport only specific ions?,13,17363383,Charge at the lidocaine binding site residue Phe-1759 affects permeation in human cardiac voltage-gated sodium channels.
55872,55873,How do ion channels transport only specific ions?,13,8968582,"On the structural basis for ionic selectivity among Na+, K+, and Ca2+ in the voltage-gated sodium channel."
55872,55873,How do ion channels transport only specific ions?,13,1313551,Calcium channel characteristics conferred on the sodium channel by single mutations.
55872,55873,How do ion channels transport only specific ions?,13,19946269,Mechanism of potassium-channel selectivity revealed by Na(+) and Li(+) binding sites within the KcsA pore.
55872,55873,How do ion channels transport only specific ions?,13,16253415,A comparison between two prokaryotic potassium channels (KirBac1.1 and KcsA) in a molecular dynamics (MD) simulation study.
56955,56974,Is female the default sex in humans?,13,15664455,The pathway to femaleness: current knowledge on embryonic development of the ovary.
56955,56974,Is female the default sex in humans?,13,2030730,Male development of chromosomally female mice transgenic for Sry.
56955,56974,Is female the default sex in humans?,13,18454134,Sex determination involves synergistic action of SRY and SF1 on a specific Sox9 enhancer.
56955,56974,Is female the default sex in humans?,13,22128028,Wnt signaling in ovarian development inhibits Sf1 activation of Sox9 via the Tesco enhancer.
56955,56974,Is female the default sex in humans?,13,14736745,The murine winged-helix transcription factor Foxl2 is required for granulosa cell differentiation and ovary maintenance.
56955,56974,Is female the default sex in humans?,13,15944199,Foxl2 is required for commitment to ovary differentiation.
56955,56974,Is female the default sex in humans?,13,11726932,A 11.7-kb deletion triggers intersexuality and polledness in goats.
56955,56974,Is female the default sex in humans?,13,15680364,Delayed Sry and Sox9 expression in developing mouse gonads underlies B6-Y(DOM) sex reversal.
56955,56974,Is female the default sex in humans?,13,19036799,A critical time window of Sry action in gonadal sex determination in mice.
56955,56974,Is female the default sex in humans?,13,20005806,Somatic sex reprogramming of adult ovaries to testes by FOXL2 ablation.
56955,56974,Is female the default sex in humans?,13,21775990,DMRT1 prevents female reprogramming in the postnatal mammalian testis.
56955,56974,Is female the default sex in humans?,13,18000910,Genetics of sexual development: a new paradigm.
